ID	page	entry	dutch	english	indonesian	form	variant_ID	form_common_transcription	form_common_segments	form_ipa_segments	crossref_form	crossref_common_transcription	crossref_common_segments	crossref_ID	crossref_ipa_segments	comment
931	500	K	betrokken van de lucht , donker , duister van den nacht , de zon , de maan	cloudy (for the sky) , dark , darkness of the night , the sun , the moon	berawan (untuk langit) , gelap , kegelapan malam , matahari , bulan	kapopo	304	kapopo	k a p o p o	k a p o p o						
932	500	K	betrokken van de lucht , donker , duister van den nacht , de zon , de maan	cloudy (for the sky) , dark , darkness of the night , the sun , the moon	berawan (untuk langit) , gelap , kegelapan malam , matahari , bulan	kĕpopo	337	kėpopo	k ė p o p o	k ə p o p o						
933	500	K	roest	rust	karat	kaqakaie		ka'akai	k a ' a k a i	k a ʔ a k a i						
934	500	K	aangenaam van geur , reuk , lucht	pleasant smell , air	bau yang menyenangkan, udara	kaqamano		ka'amano	k a ' a m a n o	k a ʔ a m a n o						
935	500	K	ongelijk hebben	being wrong	menjadi salah	kaqapopoero		ka'apopuro	k a ' a p o p u r o	k a ʔ a p o p u r o						
936	500	K	achterdocht , achterdochtig	suspicion , suspicious	kecurigaan, mencurigakan	kaqienèaoe		ka'inEau	k a ' i n E a u	k a ʔ i n ɛ a u						
937	500	K	sluiten , dekken , toemaken	close , cover , close off	tutup, tutup, tutup	karaoe		karau	k a r a u	k a r a u						
938	500	K	troebel	cloudy	berawan	karieporiepo	318	kariporipo	k a r i p o r i p o	k a r i p o r i p o						
939	500	K	broek	trousers	celana panjang	karoe(oe)(w)a		karu(u)(w)a	k a r u ( u ) ( w ) a	k a r u ( u ) ( w ) a						
940	500	K	bedekt , achter iets verborgen	covered , hidden behind something	tertutup, tersembunyi di balik sesuatu	karohaja	329	karohaya	k a r o h a y a	k a r o h a j a						
941	500	K	landschap , district	landscape , district	lanskap, distrik	karorie(j)ĕ		karori(y)ė	k a r o r i ( y ) ė	k a r o r i ( j ) ə						
942	500	K	komen	come	datanglah	kĕbahè		kėbahE	k ė b a h E	k ə b a h ɛ						
943	500	K	(mal.) , gordijn	(Mal.) , curtain	(Mal.), tirai	kĕlamboe		kėlambu	k ė l a m b u	k ə l a m b u						malay
944	500	K	tritonschelp als omroepershoorn gebezigd	triton shell used as announcer's horn	cangkang triton yang digunakan sebagai klakson penyiar	kĕmie(j)oe		kėmi(y)u	k ė m i ( y ) u	k ə m i ( j ) u						
945	500	K	op , niet meer voorhanden	finished , no longer available	selesai, tidak lagi tersedia	kĕnaja		kėnaya	k ė n a y a	k ə n a j a	èkanaja	Ekanaya	E k a n a y a	393	ɛ k a n a j a	v.g.l.: èkanaja
946	500	K	(mal.) , ijzeren pan	(Mal.) , iron pan	(Mal.), panci besi	kĕwalie		kėwali	k ė w a l i	k ə w a l i						malay
947	500	K	maar , doch , evenwel , echter	but , but , though , however	tetapi , tetapi , meskipun , namun	kè		kE	k E	k ɛ						
948	500	K	voorbijgaan , doorgaan zonder er op te letten	passing by , continuing without paying attention to it	lewat, melanjutkan tanpa memperhatikannya	kèè		kEE	k E E	k ɛ ɛ						
949	500	K	gebroken van voorwerpen , zooals beenderen , stokken , armen , beenen	broken of objects , such as bones , sticks , arms , legs	patahnya benda, seperti tulang, tongkat, lengan, kaki	kèhèkoq		kEhEko'	k E h E k o '	k ɛ h ɛ k o ʔ						
950	500	K	mager , smal , tenger	skinny , slim , petite	kurus, langsing, mungil	kèhèla		kEhEla	k E h E l a	k ɛ h ɛ l a						
951	500	K	oorlel	earlobe	daun telinga	kèho		kEho	k E h o	k ɛ h o						
952	500	K	iets , waarmede men iets uitpeutert , iets uithaalt	something , with which one pokes something out , extracts something	sesuatu , yang dengannya seseorang menusuk sesuatu , mengekstrak sesuatu	kèhodojo	335	kEhodoyo	k E h o d o y o	k ɛ h o d o j o						
953	500	K	te vergeefs	in vain	sia-sia	kèhowa		kEhowa	k E h o w a	k ɛ h o w a						
954	500	K	stompen , vuistslagen geven	punching , giving fist/throwing punch	meninju, memberikan tinju / melempar pukulan	kèkèqie		kEkE'i	k E k E ' i	k ɛ k ɛ ʔ i						
955	500	K	niet tot stand komen , niet ontstaan , niet gebeuren	not coming into being , not arising , not happening	tidak menjadi ada, tidak muncul, tidak terjadi	kèkoe(w)èq		kEku(w)E'	k E k u ( w ) E '	k ɛ k u ( w ) ɛ ʔ						
956	501	K	modder , slib , slik	mud , silt , sludge	lumpur, lumpur, lumpur	kèlokèlo		kElokElo	k E l o k E l o	k ɛ l o k ɛ l o						
957	501	K	tellen , rekenen	counting , arithmetic	menghitung, aritmatika	kèma		kEma	k E m a	k ɛ m a						
958	501	K	houwen , hakken , doorhakken	hack , chop , slash	meretas, memotong, menebas	kèmonaq		kEmona'	k E m o n a '	k ɛ m o n a ʔ						
959	501	K	niet bestaan , niet aanwezig zijn	not exist , not be present	tidak ada, tidak ada	kèo		kEo	k E o	k ɛ o						
960	501	K	voorvoegsel tot vorming van het passief	prefix to form the passive	awalan untuk membentuk pasif	kie		ki	k i	k i						
961	501	K	een flap , een klap	a flap , a slap	sebuah kepakan, sebuah tamparan	kiea		kia	k i a	k i a	kieqja	ki'ya	k i ' y a	1116	k i ʔ j a	v.g.l.: kieqja
962	501	K	kip , hoen	chicken , fowl	ayam, unggas	kieadoboe	8	kiadobu	k i a d o b u	k i a d o b u						
963	501	K	bodem , vaste wal	bottom , mainland	bawah, daratan	kieakie		kiaki	k i a k i	k i a k i						
964	501	K	stok met twee of drie ijzeren punten , waarmede de visschen , die uit het net trachten te ontsnappen , worden gestoken	stick with two or three iron points , with which the fish trying to escape from the net are stabbed	tongkat dengan dua atau tiga titik besi, yang digunakan untuk menusuk ikan yang mencoba melarikan diri dari jaring	kieakoena		kiakuna	k i a k u n a	k i a k u n a						
965	501	K	een van de typen van een Engganeesche lans.	one of the types of an Engganese lance	salah satu jenis tombak Engganese	kieakoeq		kiaku'	k i a k u '	k i a k u ʔ						
966	501	K	vast tegen iets aanzitten , aankleven , vast blijven zitten	stuck to something , stuck to something , stuck to something	terjebak pada sesuatu , terjebak pada sesuatu , terjebak pada sesuatu	kieapaä		kiapa'a	k i a p a ' a	k i a p a ʔ a						
967	501	K	onrijp , jong	unripe , young	mentah, muda	kiebaka		kibaka	k i b a k a	k i b a k a						
968	501	K	verwelkt , verdord	withered , withered	layu, layu	kiebèdieka	340	kibEdika	k i b E d i k a	k i b ɛ d i k a						
969	501	K	jong	young	muda	kieboeho		kibuho	k i b u h o	k i b u h o						
970	501	K	wild , niet tam of mak	wild , not tame	liar, tidak jinak	kiebohèie		kibohEi	k i b o h E i	k i b o h ɛ i						
971	501	K	een stuk , een afgesneden stuk	a piece , a cut-off piece	sepotong, sepotong potongan	kiedahoho	390	kidahoho	k i d a h o h o	k i d a h o h o						
972	501	K	het met iets fijns of puntigs in of door iets steken , iets puntigs om mede te steken	stabbing into or through something with something fine or pointed , something pointed to stab along	menusuk ke dalam atau melalui sesuatu dengan sesuatu yang halus atau runcing, sesuatu yang runcing untuk menusuk	kiedahaq	389	kidaha'	k i d a h a '	k i d a h a ʔ						
973	501	K	rouwtijd	mourning period	masa berkabung	kiedahoaq		kidahoa'	k i d a h o a '	k i d a h o a ʔ						
974	501	K	hellend , scheef	sloping , oblique	miring, miring	kiedajaq		kidaya'	k i d a y a '	k i d a j a ʔ						
975	501	K	plat van een bord	flat , of a plate	datar, dari piring	kiedaoedaoe		kidaudau	k i d a u d a u	k i d a u d a u						
976	501	K	alle , geheel en al	all , entirely	semua, seluruhnya	kiedara		kidara	k i d a r a	k i d a r a						
977	501	K	koper	copper	tembaga	kiedèdè(j)aq	387	kidEdE(y)a'	k i d E d E ( y ) a '	k i d ɛ d ɛ ( j ) a ʔ						
978	501	K	doorboren	pierce	menembus	kiedie		kidi	k i d i	k i d i						
979	501	K	doorboren van de oorlel	piercing the earlobe	menusuk daun telinga	kiedie_(è)kèho		kidi_(E)kEho	k i d i _ ( E ) k E h o	k i d i _ ( ɛ ) k ɛ h o						
980	501	K	ruim , wijd , open	spacious , wide , open	luas, lebar, terbuka	kiediediehoq		kididiho'	k i d i d i h o '	k i d i d i ç o ʔ						
981	501	K	vlijtig , naarstig	diligently , diligently	rajin, rajin	kiediedieka		kididika	k i d i d i k a	k i d i d i k a						
982	501	K	woning	house	rumah	kiedieopè		kidiopE	k i d i o p E	k i d i o p ɛ						
983	501	K	wegwerpen	discard	buang	kiediepoe		kidipu	k i d i p u	k i d i p u						
984	501	K	castreeren	castrate	mengebiri	kiediepoe_(èq)èhoenè		kidipu_(E')EhunE	k i d i p u _ ( E ' ) E h u n E	k i d i p u _ ( ɛ ʔ ) ɛ h u n ɛ						
985	501	K	kreupel , mank	lame , limping	lumpuh, pincang	kiedjaieie(j)aq	341	kijaii(y)a'	k i j a i i ( y ) a '	k i d͡ʒ a i i ( j ) a ʔ						
986	501	K	het pikken van vogels	the pecking of birds	mematuk burung	kiedjie		kiji	k i j i	k i d͡ʒ i						
987	501	K	verdwaald , dwalen	lost , wandering	hilang, mengembara	kiedjiedjieö		kijiji'o	k i j i j i ' o	k i d͡ʒ i d͡ʒ i ʔ o						
988	501	K	gescheurd	torn	robek	kiedjiekiedjie		kijikiji	k i j i k i j i	k i d͡ʒ i k i d͡ʒ i						
989	501	K	erfgenaam	heir	ahli waris	kiedjoro		kijoro	k i j o r o	k i d͡ʒ o r o						
990	501	K	als , evenals , zooals	as , like , as	sebagai , seperti , sebagai	kiedo	392	kido	k i d o	k i d o						
991	501	K	sluikharig	straight-haired	berambut lurus	kiedobieka	388	kidobika	k i d o b i k a	k i d o b i k a						
992	501	K	macht , volmacht , kracht , machtig , gezaghebbend , in staat tot iets	power , proxy , strength , mighty , authoritative , capable of something	kekuasaan, kuasa, kekuatan, perkasa, berwibawa, mampu melakukan sesuatu	kiedodo		kidodo	k i d o d o	k i d o d o						
993	501	K	stamvader	progenitor	nenek moyang	kiedodo_iedjie	343	kidodo_iji	k i d o d o _ i j i	k i d o d o _ i d͡ʒ i						
994	501	K	welig , frisch van planten	lush , fresh plants	tanaman yang subur dan segar	kiedoropoq		kidoropo'	k i d o r o p o '	k i d o r o p o ʔ						
995	501	K	afweren , afwenden	fend off , turn away	menangkis, berpaling	kieè(ja)		kiE(ya)	k i E ( y a )	k i ɛ ( j a )						
996	502	K	krom , gebogen , verkromd	crooked , bent , warped	bengkok, bengkok, melengkung	kièèlo		kiElo	k i E l o	k i ɛ l o						
997	502	K	erectie van den penis	erection of the penis	ereksi penis	kieènoe		kiEnu	k i E n u	k i ɛ n u						
998	502	K	zout , brak	saline , brackish	garam, payau	kiehiebie(j)a		kihibi(y)a	k i h i b i ( y ) a	k i ç i b i ( j ) a						
999	502	K	een weinig	a little	sedikit	kiehiema(na)		kihima(na)	k i h i m a ( n a )	k i ç i m a ( n a )						
1000	502	K	goedkoop , laag in prijs	cheap , low in price	murah, harga murah	kiehiema(na)èodie	366	kihima(na)Eodi	k i h i m a ( n a ) E o d i	k i ç i m a ( n a ) ɛ o d i						
1001	502	K	uitgebluscht van vuur van licht	extinguished , of fire and light	padam, dari api dan cahaya	kiehieoba		kihioba	k i h i o b a	k i ç i o b a						
1002	502	K	deugdzaamheid , waarde , nut	virtue , value , utility	kebajikan, nilai, utilitas	kiehoè(j)a		kihu(y)a	k i h u ( y ) a	k i ç u ( j ) a						
1003	502	K	ongehuwd	unmarried	belum menikah	kiehohoda(q)		kihohoda(')	k i h o h o d a ( ' )	k i ç o h o d a ( ʔ )						
1004	502	K	gewond , wond	injured , wound	terluka, luka	kieiedoka		kiidoka	k i i d o k a	k i i d o k a						
1005	502	K	verschrikt , ontsteld , onthutst	startled , dismayed , staggered	terkejut, kecewa, terhuyung-huyung	kieie(j)oèdaha	367	kii(y)udaha	k i i ( y ) u d a h a	k i i ( j ) u d a h a						
1006	502	K	nevel , mist	mist , fog	kabut, kabut	kieiepo	368	kiipo	k i i p o	k i i p o						
1007	502	K	zekere pisangsoort	certain pisang species	spesies pisang tertentu	kieietjo		kiico	k i i c o	k i i t͡ʃ o						
1008	502	K	hij , zij	he , she	dia, dia	kie(j)a		ki(y)a	k i ( y ) a	k i ( j ) a						
1009	502	K	er niet zijn	be absent	tidak hadir	kie(j)abaq	330	ki(y)aba'	k i ( y ) a b a '	k i ( j ) a b a ʔ						
1010	502	K	vertrouwen , hopen	trust , hope	kepercayaan, harapan	kie(j)abaq_iekèo	332	ki(y)aba'_ikEo	k i ( y ) a b a ' _ i k E o	k i ( j ) a b a ʔ _ i k ɛ o						
1011	502	K	eene getah leverende boomsoort (balam)	a sap-/latex-yielding tree species (balam)	spesies pohon penghasil getah/lateks (balam)	kie(j)ahariedjoe		ki(y)ahariju	k i ( y ) a h a r i j u	k i ( j ) a h a r i d͡ʒ u						
1012	502	K	waarmede een in China geboren Chinees wordt aangesproken	By which a Chinese born in China is addressed	Yang digunakan untuk menyebut orang Tionghoa yang lahir di Tiongkok	kie(j)aie		ki(y)ai	k i ( y ) a i	k i ( j ) a i						
1013	502	K	woelen in den slaap , onrustig slapen	tossing in your sleep , sleeping restlessly	melempar-lempar dalam tidur Anda, tidur dengan gelisah	kie(j)oenano	338	ki(y)unano	k i ( y ) u n a n o	k i ( j ) u n a n o						
1014	502	K	verschrikt , ontsteld	startled , dismayed	terkejut, kecewa	kie(j)oèdoha	339	ki(y)udoha	k i ( y ) u d o h a	k i ( j ) u d o h a						
1015	502	K	niet goed , niet in den haak , niet gaaf , versleten	not good , not right , not flawless , worn out	tidak baik, tidak benar, tidak sempurna, usang	kie(j)oha	333	ki(y)oha	k i ( y ) o h a	k i ( j ) o h a						
1016	502	K	licht , daglicht	light , daylight	cahaya, siang hari	kie(j)oho		ki(y)oho	k i ( y ) o h o	k i ( j ) o h o						
1017	502	K	e.s.v. boom (baroe) , van welks bast touw wordt vervaardigd	e.s.v. tree (baroe) , from whose bark rope is made	e.s.v. pohon (baroe), yang dari kulit kayunya dibuat tali	kie(j)okko		ki(y)okko	k i ( y ) o k k o	k i ( j ) o k k o						
1018	502	K	ingevallen van de oogen of de wangen , vervallen van het gelaat	sunken of the eyes or cheeks , decay of the face	cekung pada mata atau pipi, pembusukan pada wajah	kie(j)opèka		ki(y)opEka	k i ( y ) o p E k a	k i ( j ) o p ɛ k a						
1019	502	K	naar beneden springen	jump down	melompat ke bawah	kie(j)oqoqaq		ki(y)o'o'a'	k i ( y ) o ' o ' a '	k i ( j ) o ʔ o ʔ a ʔ						
1020	502	K	vergeten zijn , vergeten	being forgotten , forgotten	dilupakan, dilupakan	kiekaäboe		kika'abu	k i k a ' a b u	k i k a ʔ a b u						
1021	502	K	kaal van het hoofd	bald head	kepala botak	kiekaäna		kika'ana	k i k a ' a n a	k i k a ʔ a n a						
1022	502	K	ergens aan of in vastzitten ; verhinderd , belet	stuck to or in something ; prevented , impeded	menempel pada atau di dalam sesuatu; dicegah, dihalangi	kiekabiedja		kikabija	k i k a b i j a	k i k a b i d͡ʒ a						
1023	502	K	tegenaanloopen , stooten	run into , bump into	menabrak, menabrak	kiekahaoeba		kikahauba	k i k a h a u b a	k i k a h a u b a						
1024	502	K	verbaasd , verstomd , verbaasd staan te kijken	astonished , perplexed , looking on in amazement	tercengang, bingung, melihat dengan takjub	kiekaoba		kikaoba	k i k a o b a	k i k a o b a						
1025	502	K	stuk , in stukken zijn , in stukken breken , gebarsten , gespleten , gekloofd	broken , be in pieces , break into pieces , cracked , split , cleaved	rusak, berkeping-keping, pecah berkeping-keping, retak, terbelah, terbelah	kiekaraq(a)		kikara'(a)	k i k a r a ' ( a )	k i k a r a ʔ ( a )						
1026	502	K	met stukken er af , uitvallen van tanden en kiezen	with pieces off , teeth falling out	dengan potongan-potongan, gigi rontok	kiekĕnènaq		kikėnEna'	k i k ė n E n a '	k i k ə n ɛ n a ʔ						
1027	502	K	tam , mak	tame , tame	jinak, jinak	kiekĕroa		kikėroa	k i k ė r o a	k i k ə r o a						
1028	502	K	berst in vruchten	tear in fruits	merobek buah	kiekèèla		kikEEla	k i k E E l a	k i k ɛ ɛ l a						
1029	503	K	weggezonken bijv. in zand enz. ; verzonken , vergaan , te gronde gaan	sunk e.g. in sand etc. ; sunk , perished , ruined	tenggelam misalnya di pasir dll.; tenggelam, binasa, hancur	kiekè(è)oe(w)a	369	kikE(E)u(w)a	k i k E ( E ) u ( w ) a	k i k ɛ ( ɛ ) u ( w ) a						
1030	503	K	verdwenen , verloren , weggeraakt	disappeared , lost , gone	menghilang, hilang, pergi	kiekèora(q)		kikEora(')	k i k E o r a ( ' )	k i k ɛ o r a ( ʔ )						
1031	503	K	het ploffen van iets zwaars in het water	the thud of something heavy in the water	bunyi dentuman sesuatu yang berat di dalam air	kiekèpoqä		kikEpo'a	k i k E p o ' a	k i k ɛ p o ʔ a						
1032	503	K	inzakken van de voeten	sinking of the feet	tenggelamnya kaki	kiekèpoqoe(w)a	370	kikEpo'u(w)a	k i k E p o ' u ( w ) a	k i k ɛ p o ʔ u ( w ) a						
1033	503	K	stampen , aanstampen	mashing , stamping	menumbuk, mencap	kiekèqie		kikE'i	k i k E ' i	k i k ɛ ʔ i						
1034	503	K	zijn , wezen , bestaan , leven , gebeuren , er is	being , being , existence , life , happening , there is	menjadi , keberadaan , keberadaan , kehidupan , terjadi , ada	kiekie(j)a	371	kiki(y)a	k i k i ( y ) a	k i k i ( j ) a						
1035	503	K	tegenstribbelen , zich verzetten	balk , resist	menolak, menolak	kiekie(j)aqkie(j)aq		kiki(y)a'ki(y)a'	k i k i ( y ) a ' k i ( y ) a '	k i k i ( j ) a ʔ k i ( j ) a ʔ						
1036	503	K	alleen overblijven , achterblijven , blijven liggen van werk	left alone , left behind , left over from work	ditinggal sendirian, ditinggal, ditinggal kerja	kiekie(j)ara		kiki(y)ara	k i k i ( y ) a r a	k i k i ( j ) a r a						
1037	503	K	gew. verbonden met : «èbaka» , knipoogen	usually connected with : “èbaka” , winking	biasanya dihubungkan dengan : ""èbaka"" , mengedipkan mata	kiekie(j)o		kiki(y)o	k i k i ( y ) o	k i k i ( j ) o	èbaka	Ebaka	E b a k a	214	ɛ b a k a	
1037	503	K	gew. verbonden met : «èbaka» , knipoogen	usually connected with : “èbaka” , winking	biasanya dihubungkan dengan : ""èbaka"" , mengedipkan mata	kiekie(j)o		kiki(y)o	k i k i ( y ) o	k i k i ( j ) o	èbaka	Ebaka	E b a k a	215	ɛ b a k a	
1037	503	K	gew. verbonden met : «èbaka» , knipoogen	usually connected with : “èbaka” , winking	biasanya dihubungkan dengan : ""èbaka"" , mengedipkan mata	kiekie(j)o		kiki(y)o	k i k i ( y ) o	k i k i ( j ) o	èbaka	Ebaka	E b a k a	234	ɛ b a k a	
1038	503	K	fijn hakken zooals fricadel	finely chopped like meatballs	cincang halus seperti bakso	kiekienie		kikini	k i k i n i	k i k i n i						
1039	503	K	zorg , moeite , last	care , trouble , burden	perawatan, masalah, beban	kiekoekoe(q)ö	372	kikuku(')u̇	k i k u k u ( ' ) u̇	k i k u k u ( ʔ ) ɨ						
1040	503	K	blazen van slangen en katten	hissing of snakes and cats	desisan ular dan kucing	kiekoho		kikoho	k i k o h o	k i k o h o						
1041	503	K	vloed , hoog water	high tide , high water	air pasang, air tinggi	kiekohodaq		kikohoda'	k i k o h o d a '	k i k o h o d a ʔ						
1042	503	K	zitten van vogels of als een vogel op boomtakken	sitting of birds or as a bird on tree branches	duduk burung atau sebagai burung di cabang pohon	kiekoko		kikoko	k i k o k o	k i k o k o						
1043	503	K	kittelen	tickle	menggelitik	kiekokonie(j)a	408	kikokoni(y)a	k i k o k o n i ( y ) a	k i k o k o n i ( j ) a	èkonienie	Ekonini	E k o n i n i	477	ɛ k o n i n i	
1044	503	K	slap , loshangend , niet gespannen	limp , loose , not tense	lemas, longgar, tidak tegang	kiekononaq		kikonona'	k i k o n o n a '	k i k o n o n a ʔ						
1045	503	K	een hoofddeksel vervaardigd van rottan , pandanus of nipahblad , den vorm hebbende van eene phrygische muts	a headgear made of rattan , pandanus or nipah leaf , having the shape of a phrygian cap	tutup kepala yang terbuat dari rotan, pandan atau daun nipah, berbentuk topi phrygian	kiekooe(w)a		kikou(w)a	k i k o u ( w ) a	k i k o u ( w ) a						
1046	503	K	nauw , eng , smal ; ook : ondoordringbaar	narrow , narrow , narrow ; also : impenetrable	sempit, sempit, sempit; juga: tidak dapat ditembus	kiekoöka		kiko'oka	k i k o ' o k a	k i k o ʔ o k a						
